         130955 function calls (129194 primitive calls) in 33.150 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:974(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:166(Lock)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:105(float_format)
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:1030(axes)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:280(start)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:885(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:534(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:123(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:1671(name)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:298(stop)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:315(step)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:906(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:692(_constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:494(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\popen_spawn_win32.py:23(_path_eq)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\_distutils_hack\__init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\context.py:213(_check_available)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\urllib\parse.py:421(_checknetloc)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:508(_parse_local_version)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:4518(_check_inplace_and_allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:498(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:531(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\urllib\parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:254(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:558(_initialize_colspace)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:612(_adjust_max_rows)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:850(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:148(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:1301(<lambda>)


